actualelapsedtime,airtime,arrdelay,arrtime,crsarrtime,crsdeptime,crselapsedtime,cancelled,dayofweek,dayofmonth,depdelay,deptime,dest,distance,diverted,flightnum,month,origin,tailnum,taxiin,taxiout,uniquecarrier,year
109.0,80.0,-4.0,1731.0,1735,1545,110.0,0,4,4,-3.0,1542.0,RDU,426.0,0,4703,12,JFK,N822MQ,3.0,26.0,MQ,2008
112.0,96.0,-2.0,1200.0,1202,1110,112.0,0,5,1,-2.0,1108.0,MSP,596.0,0,1604,11,CVG,N376DA,5.0,11.0,DL,2002
103.0,66.0,-7.0,1920.0,1927,1745,102.0,0,3,8,-8.0,1737.0,DCA,399.0,0,2045,2,BOS,N765UW,2.0,35.0,US,2006
87.0,63.0,2.0,2246.0,2244,2010,94.0,0,5,26,9.0,2019.0,MBS,463.0,0,616,5,MSP,N603NW,5.0,19.0,NW,2006
327.0,298.0,-2.0,2227.0,2229,2000,329.0,0,6,25,0.0,2000.0,LAS,2227.0,0,1675,4,EWR,N29124,6.0,23.0,CO,1998
105.0,41.0,24.0,914.0,850,730,80.0,0,5,26,-1.0,729.0,EWR,200.0,0,337,6,BOS,N478AC,14.0,50.0,CO,1998
215.0,180.0,71.0,1914.0,1803,1505,178.0,0,2,14,34.0,1539.0,EWR,1068.0,0,277,11,RSW,N34131,13.0,22.0,CO,2006
58.0,41.0,-13.0,1753.0,1806,1658,68.0,0,2,17,-3.0,1655.0,CHS,259.0,0,881,5,ATL,N999DN,4.0,13.0,DL,2005
193.0,166.0,-2.0,1507.0,1509,1056,193.0,0,3,30,-2.0,1054.0,LGA,1416.0,0,1704,12,IAH,N809NY,5.0,22.0,CO,1998
158.0,136.0,5.0,2235.0,2230,1955,155.0,0,7,19,2.0,1957.0,MIA,1045.0,0,1736,10,SJU,N068AA,8.0,14.0,AA,2008
197.0,130.0,50.0,2214.0,2124,2000,144.0,0,2,4,-3.0,1957.0,ORD,733.0,0,357,3,LGA,N482AA,6.0,61.0,AA,1997
59.0,44.0,-18.0,2113.0,2131,2017,74.0,0,2,12,-3.0,2014.0,TUL,237.0,0,1326,5,DFW,N823AA,3.0,12.0,AA,1998
386.0,353.0,25.0,1836.0,1811,1510,361.0,0,2,2,0.0,1510.0,LAX,2475.0,0,89,3,JFK,N171DN,8.0,25.0,DL,2004
288.0,255.0,57.0,1657.0,1600,900,240.0,0,5,28,9.0,909.0,ATL,1891.0,0,228,2,SAN,N128DL,21.0,12.0,DL,1997
59.0,38.0,16.0,1024.0,1008,910,58.0,0,1,15,15.0,925.0,IAH,224.0,0,2031,3,DFW,N705AA,9.0,12.0,AA,1999
62.0,50.0,14.0,1454.0,1440,1340,60.0,0,7,2,12.0,1352.0,DAL,324.0,0,35,7,AMA,N326,4.0,8.0,WN,1995
202.0,188.0,-6.0,517.0,523,55,208.0,0,1,11,0.0,55.0,PDX,1542.0,0,102,10,ANC,N932AS,3.0,11.0,AS,1999
118.0,105.0,-17.0,1330.0,1347,1035,132.0,0,3,27,-3.0,1032.0,BOS,867.0,0,532,2,ORD,N825UA,5.0,8.0,UA,2008
117.0,95.0,2.0,907.0,905,810,115.0,0,7,24,0.0,810.0,MDW,611.0,0,2612,7,BWI,N434,7.0,15.0,WN,2005
68.0,51.0,-7.0,1642.0,1649,1535,74.0,0,1,11,-1.0,1534.0,SDF,321.0,0,530,4,ATL,N961DL,7.0,10.0,DL,2005
49.0,34.0,-5.0,2052.0,2057,2008,49.0,0,5,12,-5.0,2003.0,IAH,140.0,0,1712,6,AUS,N23657,9.0,6.0,CO,1998
101.0,80.0,7.0,1318.0,1311,1238,93.0,0,7,18,-1.0,1237.0,STL,483.0,0,783,11,ATL,N950AT,7.0,14.0,FL,2007
129.0,88.0,38.0,1940.0,1902,1600,122.0,0,5,1,31.0,1631.0,LGA,733.0,0,358,11,ORD,N411AA,19.0,22.0,AA,1996
65.0,52.0,-18.0,1335.0,1353,1232,81.0,0,6,28,-2.0,1230.0,SDF,306.0,0,1776,1,DTW,N671MC,5.0,8.0,NW,2006
150.0,130.0,-14.0,1406.0,1420,1135,165.0,0,7,11,1.0,1136.0,EWR,938.0,0,522,6,MCO,N629JB,9.0,11.0,B6,2006
109.0,90.0,60.0,1649.0,1549,1355,114.0,0,3,24,65.0,1500.0,PHX,651.0,0,2423,4,SFO,N957UA,4.0,15.0,UA,1996
380.0,329.0,-12.0,2027.0,2039,1710,389.0,0,5,31,-3.0,1707.0,OAK,2554.0,0,1032,5,EWR,N16703,8.0,43.0,CO,2002
87.0,61.0,1.0,1057.0,1056,930,86.0,0,3,5,0.0,930.0,TPA,406.0,0,154,3,ATL,N989AT,5.0,21.0,FL,2008
108.0,88.0,52.0,2032.0,1940,1855,105.0,0,3,9,49.0,1944.0,LAX,590.0,0,1498,10,SLC,N391,8.0,12.0,WN,1996
147.0,113.0,1.0,1116.0,1115,850,145.0,0,4,9,-1.0,849.0,MCO,895.0,0,1071,2,CLE,N73276,5.0,29.0,CO,2006
190.0,164.0,1.0,620.0,619,115,184.0,0,1,5,-5.0,110.0,DFW,1464.0,0,654,1,SFO,N667DN,8.0,18.0,DL,1998
197.0,180.0,6.0,1527.0,1521,1411,190.0,0,7,9,-1.0,1410.0,SNA,1205.0,0,355,2,DFW,N5CPAA,5.0,12.0,AA,2003
31.0,21.0,-7.0,757.0,804,730,34.0,0,1,23,-4.0,726.0,HNL,100.0,0,115,10,OGG,N487HA,5.0,5.0,HA,2006
49.0,43.0,-11.0,16.0,27,2330,57.0,0,3,15,-3.0,2327.0,FAI,261.0,0,113,7,ANC,N934AS,1.0,5.0,AS,1998
99.0,85.0,-6.0,1754.0,1800,1515,105.0,0,1,23,0.0,1515.0,DCA,612.0,0,618,1,ORD,N907UA,3.0,11.0,UA,1995
70.0,63.0,-10.0,2105.0,2115,1955,80.0,0,3,15,0.0,1955.0,BNA,471.0,0,2111,5,MSY,N642,2.0,5.0,WN,2002
179.0,160.0,-11.0,1609.0,1620,1410,190.0,0,2,18,0.0,1410.0,SLC,1156.0,0,341,5,STL,N957U,4.0,15.0,TW,1999
72.0,61.0,2.0,752.0,750,740,70.0,0,7,9,0.0,740.0,PHX,328.0,0,600,4,ABQ,N23,3.0,8.0,WN,1995
148.0,133.0,-17.0,1519.0,1536,1257,159.0,0,1,2,-6.0,1251.0,SEA,978.0,0,493,7,SNA,N785AS,4.0,11.0,AS,2007
173.0,125.0,46.0,2141.0,2055,1855,120.0,0,7,14,-7.0,1848.0,CLT,644.0,0,1265,12,BDL,N574US,5.0,43.0,US,2003
105.0,87.0,3.0,1816.0,1813,1628,105.0,0,7,11,3.0,1631.0,SMF,605.0,0,390,7,SEA,N706AS,6.0,12.0,AS,2004
140.0,119.0,6.0,1540.0,1534,1315,139.0,0,7,15,5.0,1320.0,CVG,752.0,0,697,8,BOS,N674DL,6.0,15.0,DL,1999
35.0,26.0,13.0,1143.0,1130,1045,45.0,0,2,9,23.0,1108.0,AUS,148.0,0,933,9,HOU,N520SW,2.0,7.0,WN,2008
96.0,181.0,-4.0,1526.0,1530,1250,100.0,0,3,27,0.0,1250.0,SLC,599.0,0,6794,8,SFO,N905SW,4.0,10.0,OO,2003
109.0,92.0,-10.0,835.0,845,645,120.0,0,1,28,1.0,646.0,SEA,671.0,0,3937,7,OAK,N665WN,7.0,10.0,WN,2008
126.0,103.0,6.0,1317.0,1311,1000,131.0,0,3,18,11.0,1011.0,ATL,732.0,0,2160,6,DFW,N3765,9.0,14.0,DL,2003
104.0,85.0,-8.0,1322.0,1330,1140,110.0,0,1,3,-2.0,1138.0,ATL,581.0,0,70,12,FLL,N286AT,5.0,14.0,FL,2007
227.0,197.0,14.0,1914.0,1900,1330,210.0,0,6,12,-3.0,1327.0,ATL,1641.0,0,1438,8,BZN,N396DA,22.0,8.0,DL,2006
232.0,192.0,5.0,2200.0,2155,1455,240.0,0,5,7,13.0,1508.0,CVG,1900.0,0,1704,3,LAX,N716DA,8.0,32.0,DL,1997
72.0,60.0,14.0,857.0,843,740,63.0,0,6,21,5.0,745.0,PIT,243.0,0,1104,6,AVP,N408US,6.0,6.0,US,1997
181.0,162.0,30.0,1848.0,1818,1628,170.0,0,2,2,19.0,1647.0,DFW,925.0,0,3480,1,SAV,-N646M,9.0,10.0,MQ,2001
53.0,39.0,-11.0,806.0,817,715,62.0,0,1,13,-2.0,713.0,ORF,157.0,0,7901,10,IAD,N319UE,5.0,8.0,DH,2003
132.0,114.0,-16.0,1448.0,1504,1245,139.0,0,6,24,-9.0,1236.0,IAH,781.0,0,2681,6,OMA,N12201,10.0,8.0,XE,2006
40.0,17.0,84.0,1047.0,923,840,43.0,0,1,3,87.0,1007.0,DEN,72.0,0,6688,1,COS,N913SW,8.0,15.0,OO,2005
43.0,29.0,-17.0,1033.0,1050,955,55.0,0,2,3,-5.0,950.0,DFW,89.0,0,3254,10,ACT,N317AE,7.0,7.0,MQ,2006
104.0,85.0,2.0,1035.0,1033,953,100.0,0,5,11,-2.0,951.0,ORD,473.0,0,1557,4,BUF,N2BFAA,7.0,12.0,AA,1997
85.0,64.0,8.0,2334.0,2326,2205,81.0,0,1,12,4.0,2209.0,HLN,402.0,0,1252,6,SLC,N948WP,3.0,18.0,DL,2000
224.0,199.0,4.0,1734.0,1730,1239,231.0,0,7,19,11.0,1250.0,BOS,1562.0,0,1770,10,DFW,N408AA,10.0,15.0,AA,1997
136.0,118.0,21.0,2244.0,2223,1900,143.0,0,4,13,28.0,1928.0,BOS,867.0,0,526,3,ORD,N315UA,6.0,12.0,UA,2003
69.0,46.0,16.0,1336.0,1320,1220,60.0,0,5,26,7.0,1227.0,BUR,296.0,0,197,1,SJC,N362@@,2.0,21.0,WN,2001
301.0,289.0,15.0,1155.0,1140,855,285.0,0,1,2,-1.0,854.0,SLC,1864.0,0,975,6,BWI,N734SA,3.0,9.0,WN,2008
55.0,43.0,-11.0,915.0,926,820,66.0,0,1,30,0.0,820.0,LAS,236.0,0,2152,10,LAX,N358UA,3.0,9.0,UA,1995
344.0,319.0,1.0,950.0,949,700,349.0,0,1,29,6.0,706.0,LAX,2329.0,0,29,11,BWI,N618AU,7.0,18.0,US,1999
70.0,47.0,3.0,918.0,915,807,68.0,0,1,7,1.0,808.0,SAT,247.0,0,1831,2,DFW,N546AA,5.0,18.0,AA,2000
220.0,196.0,-33.0,1816.0,1849,1536,253.0,0,1,30,0.0,1536.0,DFW,1389.0,0,799,11,LGA,N404AA,7.0,17.0,AA,1998
132.0,103.0,20.0,2215.0,2155,1955,120.0,0,1,21,8.0,2003.0,ICT,588.0,0,719,1,ORD,N315UA,5.0,24.0,UA,2008
146.0,126.0,-3.0,1217.0,1220,950,150.0,0,4,7,1.0,951.0,DFW,802.0,0,359,12,ORD,N902UA,3.0,17.0,UA,1995
201.0,150.0,17.0,1545.0,1528,1326,182.0,0,5,5,-2.0,1324.0,DFW,1121.0,0,1003,8,MIA,N3CYAA,38.0,13.0,AA,2005
168.0,69.0,81.0,1642.0,1521,1355,86.0,0,4,22,-1.0,1354.0,IAD,383.0,0,1406,7,DTW,N9347,6.0,93.0,NW,1999
134.0,113.0,-1.0,1754.0,1755,1445,130.0,0,6,24,-5.0,1440.0,DEN,846.0,0,370,2,SNA,N805UA,6.0,15.0,UA,2007
224.0,196.0,-17.0,1115.0,1132,935,237.0,0,1,5,-4.0,931.0,RNO,1530.0,0,357,6,IAH,N77258,5.0,23.0,CO,2006
274.0,241.0,6.0,1405.0,1359,1225,274.0,0,2,26,6.0,1231.0,SAN,1891.0,0,391,9,ATL,N642DL,4.0,29.0,DL,2000
141.0,125.0,3.0,2144.0,2141,1920,141.0,0,2,9,3.0,1923.0,PIT,873.0,0,1648,10,TPA,N417äâ,7.0,9.0,US,2001
117.0,95.0,6.0,1238.0,1232,1045,107.0,0,3,1,-4.0,1041.0,BDL,661.0,0,1280,3,CVG,N311DL,5.0,17.0,DL,2006
165.0,110.0,25.0,2144.0,2119,2000,139.0,0,5,28,-1.0,1959.0,BUR,850.0,0,1285,6,DEN,N910UA,2.0,53.0,UA,2002
88.0,54.0,44.0,1610.0,1526,1510,76.0,0,5,1,32.0,1542.0,MSN,312.0,0,1819,11,DTW,N8986E,4.0,30.0,NW,1996
54.0,42.0,-2.0,847.0,849,750,59.0,0,7,28,3.0,753.0,PHL,198.0,0,551,10,RIC,N113äæ,5.0,7.0,US,2001
93.0,79.0,-21.0,1846.0,1907,1715,112.0,0,2,12,-2.0,1713.0,DTW,487.0,0,1783,9,EWR,N24633,3.0,11.0,CO,1995
78.0,43.0,67.0,1855.0,1748,1550,58.0,0,1,26,47.0,1637.0,ATL,134.0,0,1610,11,BHM,N960DL,7.0,28.0,DL,2007
107.0,84.0,-5.0,1100.0,1105,810,115.0,0,4,27,3.0,813.0,ATL,606.0,0,464,8,ORD,N108DL,9.0,14.0,DL,1998
78.0,54.0,-4.0,2017.0,2021,1859,82.0,0,2,24,0.0,1859.0,RDU,356.0,0,1875,10,ATL,N678DL,5.0,19.0,DL,2006
282.0,272.0,-16.0,1054.0,1110,805,305.0,0,7,4,7.0,812.0,PHX,1999.0,0,1969,11,BWI,N334@@,3.0,7.0,WN,2001
70.0,61.0,15.0,1755.0,1740,1625,75.0,0,2,10,20.0,1645.0,MSY,437.0,0,1063,4,DAL,N81@@@,2.0,7.0,WN,2001
154.0,137.0,-20.0,1403.0,1423,930,173.0,0,6,2,-1.0,929.0,AUS,1242.0,0,1696,2,LAX,N485A1,5.0,12.0,AA,2002
51.0,41.0,-4.0,1151.0,1155,1100,55.0,0,5,5,0.0,1100.0,DAL,239.0,0,20,7,HOU,N80,3.0,7.0,WN,1996
88.0,65.0,1.0,1251.0,1250,1126,84.0,0,6,15,-3.0,1123.0,SJC,386.0,0,280,11,LAS,N802AW,3.0,20.0,HP,2003
150.0,133.0,-16.0,1446.0,1502,1225,157.0,0,5,25,-9.0,1216.0,PHL,920.0,0,1884,7,TPA,N406US,5.0,12.0,US,2008
126.0,108.0,-16.0,1659.0,1715,1355,140.0,0,2,9,-2.0,1353.0,CAE,922.0,0,3831,1,DFW,N638AE,3.0,15.0,MQ,2007
93.0,80.0,-7.0,953.0,1000,820,100.0,0,4,30,0.0,820.0,BHM,570.0,0,2304,3,MDW,N322,3.0,10.0,WN,2006
236.0,212.0,87.0,1805.0,1638,1440,238.0,0,3,13,89.0,1609.0,SFO,1635.0,0,677,7,IAH,N16732,4.0,20.0,CO,2005
156.0,148.0,-5.0,800.0,805,620,165.0,0,2,19,4.0,624.0,PHX,935.0,0,2269,12,TUL,N302SW,3.0,5.0,WN,2006
82.0,68.0,-8.0,1957.0,2005,1935,90.0,0,2,6,0.0,1935.0,BNA,484.0,0,1138,9,JAX,N375,4.0,10.0,WN,2005
63.0,55.0,-2.0,948.0,950,845,65.0,0,6,25,0.0,845.0,OKC,313.0,0,636,5,MCI,N87,3.0,5.0,WN,2002
59.0,43.0,-2.0,757.0,759,700,59.0,0,2,30,-2.0,658.0,DCA,322.0,0,1520,1,CMH,N945VJ,7.0,9.0,US,1996
61.0,48.0,-4.0,2109.0,2113,2110,63.0,0,1,20,-2.0,2108.0,MDW,284.0,0,407,2,CMH,N180AW,5.0,8.0,HP,1995
211.0,188.0,19.0,1318.0,1259,1125,214.0,0,1,7,22.0,1147.0,PDX,1426.0,0,593,5,MSP,N336NW,6.0,17.0,NW,2007
144.0,120.0,-14.0,2240.0,2254,1920,154.0,0,7,4,-4.0,1916.0,CLT,913.0,0,3055,9,IAH,N16541,5.0,19.0,XE,2005
124.0,112.0,8.0,1418.0,1410,1055,135.0,0,6,23,19.0,1114.0,LGA,887.0,0,840,12,STL,N278AA,4.0,8.0,AA,2006
114.0,91.0,29.0,1041.0,1012,845,87.0,0,1,15,2.0,847.0,BOS,399.0,0,2026,8,DCA,N715UW,5.0,18.0,US,2005
112.0,77.0,16.0,2300.0,2244,2108,96.0,0,1,17,0.0,2108.0,FCA,532.0,0,4235,7,SLC,N741EV,5.0,30.0,EV,2006
94.0,72.0,-8.0,1048.0,1056,920,96.0,0,3,6,-6.0,914.0,LGA,418.0,0,450,7,CLE,N69602,6.0,16.0,CO,2005
161.0,140.0,-16.0,1014.0,1030,843,167.0,0,4,29,-10.0,833.0,MSP,908.0,0,1047,5,IAD,N314NB,4.0,17.0,NW,2008
103.0,188.0,-2.0,1843.0,1845,1800,105.0,0,4,9,0.0,1800.0,SFO,599.0,0,6799,10,SLC,N938SW,4.0,10.0,OO,2003
115.0,89.0,5.0,2155.0,2150,1900,110.0,0,3,28,0.0,1900.0,BWI,611.0,0,505,8,MDW,N310,8.0,18.0,WN,2002
191.0,156.0,-11.0,1203.0,1214,655,199.0,0,1,20,-3.0,652.0,IAH,1303.0,0,1548,5,SAN,N73406,10.0,25.0,CO,2002
81.0,67.0,-27.0,1748.0,1815,1635,100.0,0,2,14,-8.0,1627.0,MDW,349.0,0,874,2,MSP,N970AT,5.0,9.0,FL,2006
108.0,78.0,-2.0,2158.0,2200,2010,110.0,0,4,25,0.0,2010.0,ATL,533.0,0,59,3,IAD,N986AT,10.0,20.0,FL,2004
107.0,86.0,-3.0,1942.0,1945,1855,110.0,0,4,9,0.0,1855.0,BNA,612.0,0,2701,11,TPA,N305SW,5.0,16.0,WN,2006
229.0,181.0,1.0,1631.0,1630,1345,225.0,0,2,1,-3.0,1342.0,DFW,1389.0,0,745,7,LGA,N3BGAA,21.0,27.0,AA,2008
64.0,49.0,3.0,958.0,955,855,60.0,0,6,3,-1.0,854.0,ORD,268.0,0,4408,5,RST,N650AE,8.0,7.0,MQ,2008
140.0,104.0,52.0,2017.0,1925,1635,110.0,0,7,1,22.0,1657.0,DFW,641.0,0,132,7,DEN,N922FR,7.0,29.0,F9,2007
107.0,65.0,-19.0,2153.0,2212,2010,122.0,0,1,1,-4.0,2006.0,DTW,453.0,0,1787,1,PHL,N722Ræ,29.0,13.0,NW,2001
105.0,83.0,5.0,1516.0,1511,1330,101.0,0,7,13,1.0,1331.0,PBI,590.0,0,2250,10,CLT,N809US,5.0,17.0,US,1996
79.0,67.0,-11.0,1124.0,1135,1105,90.0,0,3,7,0.0,1105.0,STL,487.0,0,1455,8,CLE,N302,4.0,8.0,WN,1996
62.0,41.0,-8.0,1318.0,1326,1220,66.0,0,5,2,-4.0,1216.0,DFW,158.0,0,3322,2,ABI,-N902M,11.0,10.0,MQ,2001
253.0,231.0,-22.0,1842.0,1904,1630,274.0,0,7,15,-1.0,1629.0,LAX,1797.0,0,1859,3,BNA,N435AA,8.0,14.0,AA,1998
127.0,113.0,-15.0,1559.0,1614,1455,139.0,0,7,4,-3.0,1452.0,IAH,817.0,0,1265,6,JAX,N17619,5.0,9.0,CO,2000
49.0,36.0,1.0,946.0,945,855,50.0,0,6,14,2.0,857.0,ABQ,223.0,0,712,7,ELP,N743SW,5.0,8.0,WN,2007
112.0,75.0,56.0,1828.0,1732,1700,92.0,0,1,15,36.0,1736.0,PNS,488.0,0,907,7,CLT,N494US,2.0,35.0,US,1996
63.0,51.0,-2.0,1408.0,1410,1305,65.0,0,2,28,0.0,1305.0,BUR,325.0,0,1215,1,OAK,N665,3.0,9.0,WN,2003
81.0,62.0,-11.0,13.0,24,2255,89.0,0,4,5,-3.0,2252.0,IND,432.0,0,400,6,ATL,N965AT,9.0,10.0,FL,2008
299.0,284.0,90.0,2236.0,2106,1900,306.0,0,4,27,97.0,2037.0,SFO,2079.0,0,359,8,DTW,N341NW,4.0,11.0,NW,1998
59.0,43.0,-14.0,2103.0,2117,2010,67.0,0,2,14,-6.0,2004.0,LAX,236.0,0,471,5,LAS,N921UA,3.0,13.0,UA,2002
115.0,94.0,7.0,852.0,845,700,105.0,0,7,4,-3.0,657.0,MCO,534.0,0,4656,4,RDU,N807MQ,4.0,17.0,MQ,2004
100.0,72.0,10.0,1115.0,1105,1035,90.0,0,5,11,0.0,1035.0,BUR,369.0,0,1058,2,PHX,N320,2.0,26.0,WN,2000
89.0,68.0,13.0,808.0,755,640,75.0,0,1,2,-1.0,639.0,PHL,363.0,0,1095,6,CLE,N411US,13.0,8.0,US,1997
128.0,97.0,16.0,915.0,859,705,114.0,0,4,21,2.0,707.0,ATL,547.0,0,1263,2,DCA,N381D1,9.0,22.0,DL,2002
173.0,94.0,92.0,2052.0,1920,1730,110.0,0,6,11,29.0,1759.0,DCA,547.0,0,824,8,ATL,-N644D,6.0,73.0,DL,2001
161.0,111.0,34.0,1208.0,1134,825,129.0,0,4,27,2.0,827.0,DEN,804.0,0,404,7,RNO,N574UA,38.0,12.0,UA,2000
225.0,213.0,2.0,2152.0,2150,1805,225.0,0,3,31,2.0,1807.0,BDL,1666.0,0,1312,10,SJU,N5DCAA,3.0,9.0,AA,2007
65.0,32.0,1.0,930.0,929,725,64.0,0,2,22,0.0,725.0,ATL,134.0,0,1692,2,BHM,N972DL,8.0,25.0,DL,2000
304.0,271.0,-14.0,1707.0,1721,905,316.0,0,1,2,-2.0,903.0,BOS,2300.0,0,220,7,PHX,N816AW,3.0,30.0,US,2007
103.0,84.0,-13.0,2002.0,2015,1820,115.0,0,4,17,-1.0,1819.0,MIA,595.0,0,1782,8,ATL,N651DL,5.0,14.0,DL,2006
238.0,211.0,12.0,1809.0,1757,1511,226.0,0,5,17,0.0,1511.0,DFW,1471.0,0,1243,7,BDL,N215AA,15.0,12.0,AA,1998
27.0,19.0,-4.0,1230.0,1234,1205,29.0,0,3,12,-2.0,1203.0,FWA,84.0,0,290,3,TOL,N946DL,2.0,6.0,DL,1997
154.0,142.0,5.0,2046.0,2041,1800,161.0,0,7,7,12.0,1812.0,FLL,994.0,0,1081,1,PIT,N442US,3.0,9.0,US,2007
66.0,47.0,-1.0,1829.0,1830,1720,70.0,0,1,30,3.0,1723.0,IAH,224.0,0,835,6,DFW,N519AA,4.0,15.0,AA,2008
74.0,59.0,5.0,209.0,204,45,79.0,0,3,13,10.0,55.0,SFO,414.0,0,2878,5,LAS,N618AW,3.0,12.0,HP,1998
250.0,229.0,51.0,2046.0,1955,1348,247.0,0,5,15,48.0,1436.0,ORD,1829.0,0,1702,11,SJC,N805UA,11.0,10.0,UA,2002
338.0,304.0,38.0,1859.0,1821,1545,336.0,0,1,18,36.0,1621.0,HNL,2556.0,0,91,10,LAX,N584NW,6.0,28.0,NW,2004
264.0,240.0,33.0,1211.0,1138,930,248.0,0,6,5,17.0,947.0,SAN,1723.0,0,741,12,ORD,N584UA,4.0,20.0,UA,1998
223.0,208.0,-10.0,1155.0,1205,1005,240.0,0,1,14,7.0,1012.0,OAK,1642.0,0,1218,7,HOU,N407WN,5.0,10.0,WN,2008
166.0,115.0,-4.0,1906.0,1910,1524,166.0,0,4,31,-4.0,1520.0,EWR,850.0,0,3154,8,BHM,N14998,27.0,24.0,XE,2006
275.0,261.0,11.0,1514.0,1503,1230,273.0,0,2,3,9.0,1239.0,SFO,1846.0,0,117,12,ORD,N529UA,4.0,10.0,UA,1996
170.0,140.0,-15.0,1745.0,1800,1400,180.0,0,4,13,-5.0,1355.0,ABQ,1180.0,0,2576,4,SEA,N775,5.0,25.0,WN,2006
90.0,43.0,60.0,1905.0,1805,1700,65.0,0,5,4,35.0,1735.0,LAX,236.0,0,464,3,LAS,N370,12.0,35.0,WN,2005
55.0,39.0,-4.0,2040.0,2044,1936,68.0,0,7,13,9.0,1945.0,BOI,291.0,0,4247,8,SLC,N741EV,3.0,13.0,EV,2006
97.0,79.0,-3.0,1239.0,1242,1200,102.0,0,2,24,2.0,1202.0,STL,483.0,0,206,2,ATL,N965DL,3.0,15.0,DL,1998
60.0,50.0,3.0,2148.0,2145,2035,70.0,0,3,21,13.0,2048.0,ONT,325.0,0,677,9,PHX,N220,5.0,5.0,WN,2005
151.0,143.0,-9.0,1231.0,1240,1100,160.0,0,4,3,0.0,1100.0,MDW,997.0,0,1612,2,TPA,N412,3.0,5.0,WN,2005
53.0,42.0,0.0,1820.0,1820,1720,60.0,0,3,27,7.0,1727.0,SEA,224.0,0,1723,11,GEG,N390,3.0,8.0,WN,2002
251.0,230.0,8.0,725.0,717,2315,302.0,0,5,9,59.0,14.0,EWR,2227.0,0,1672,7,LAS,N12225,2.0,19.0,CO,1999
105.0,90.0,-7.0,1459.0,1506,1315,111.0,0,3,26,-1.0,1314.0,MCI,643.0,0,1572,4,IAH,N12539,2.0,13.0,CO,1995
254.0,236.0,-13.0,455.0,508,2142,266.0,0,1,2,-1.0,2141.0,ATL,2182.0,0,258,10,SEA,N126DL,7.0,11.0,DL,2000
77.0,50.0,2.0,1527.0,1525,1510,75.0,0,7,14,0.0,1510.0,MDW,307.0,0,2712,5,CLE,N13132,2.0,25.0,XE,2006
55.0,45.0,0.0,1655.0,1655,1600,55.0,0,2,28,0.0,1600.0,HOU,276.0,0,46,7,HRL,N722,4.0,6.0,WN,1998
85.0,62.0,-7.0,818.0,825,640,105.0,0,5,29,13.0,653.0,LGA,418.0,0,4462,6,CLE,-N701M,6.0,17.0,MQ,2001
90.0,58.0,65.0,56.0,2351,2235,76.0,0,1,13,51.0,2326.0,SFO,337.0,0,2082,3,LAX,N377UA,3.0,29.0,UA,2000
150.0,122.0,14.0,942.0,928,610,138.0,0,7,18,2.0,612.0,DEN,1024.0,0,404,10,SEA,N1857U,11.0,17.0,UA,1998
99.0,87.0,-15.0,2004.0,2019,1735,104.0,0,6,27,-10.0,1725.0,SEA,680.0,0,64,1,KTN,N745AS,5.0,7.0,AS,1996
86.0,70.0,1.0,951.0,950,820,90.0,0,6,22,5.0,825.0,RSW,515.0,0,1952,3,ATL,N101DA,3.0,13.0,DL,1997
238.0,194.0,-7.0,1238.0,1245,645,240.0,0,2,8,-5.0,640.0,ORD,1726.0,0,352,2,SNA,N556UA,10.0,34.0,UA,2005
119.0,76.0,42.0,1234.0,1152,1015,97.0,0,1,7,20.0,1035.0,GSO,461.0,0,2362,12,LGA,N356US,3.0,40.0,US,1998
87.0,49.0,63.0,1503.0,1400,1250,70.0,0,3,23,46.0,1336.0,STL,258.0,0,1097,8,ORD,N994UA,7.0,31.0,UA,2000
64.0,51.0,21.0,6.0,2345,2135,70.0,0,1,27,27.0,2202.0,TUS,365.0,0,1170,11,LAS,N206,6.0,7.0,WN,2006
183.0,145.0,7.0,1519.0,1512,1320,172.0,0,3,2,-4.0,1316.0,MSP,1020.0,0,105,2,LGA,N538US,4.0,34.0,NW,2000
173.0,158.0,17.0,2242.0,2225,1835,170.0,0,3,3,14.0,1849.0,IAD,1172.0,0,1710,5,DFW,N4WMAA,5.0,10.0,AA,2006
63.0,39.0,33.0,1832.0,1759,1703,56.0,0,5,31,26.0,1729.0,LAX,155.0,0,6163,3,SBP,N296SW,14.0,10.0,OO,2006
62.0,39.0,-5.0,2251.0,2256,2155,61.0,0,2,8,-6.0,2149.0,BWI,210.0,0,1240,10,PIT,N515AU,7.0,16.0,US,2002
109.0,66.0,67.0,1549.0,1442,1315,87.0,0,4,26,45.0,1400.0,CLE,363.0,0,2294,4,PHL,N25504,8.0,35.0,XE,2007
80.0,67.0,-4.0,1656.0,1700,1540,80.0,0,1,20,-4.0,1536.0,SJC,417.0,0,2195,10,SAN,N327SW,2.0,11.0,WN,2008
157.0,117.0,85.0,1645.0,1520,1320,120.0,0,4,1,48.0,1408.0,JFK,589.0,0,5317,2,CVG,N455CA,10.0,30.0,OH,2007
67.0,40.0,-7.0,2004.0,2011,1900,71.0,0,3,13,-3.0,1857.0,BOS,200.0,0,862,4,EWR,N27724,7.0,20.0,CO,2005
75.0,56.0,11.0,1301.0,1250,1140,70.0,0,5,23,6.0,1146.0,CMH,336.0,0,2508,9,BWI,N206,5.0,14.0,WN,2005
